team_number,name,nickname,location,website
4739,Normanhurst Boys High School,Normanhurst Boys High School,"Normanhurst, NSW, Australia",None
4740,Nissan North America/Universal Robotics/Doerfer Companies Wright Industries/Barge, Waggoner, Sumner &amp; Canon, Inc/Cummins Station/Tennessee State University College of Engineering/Adventure Science Center &amp; Stratford STEM Magnet High School,Sparta Bots,"Nashville, TN, USA",None
4741,Medtronic / Daktronics &amp; Redwood Valley High School,Cardinals,"Redwood Falls, MN, USA",None
4742,EISAC,JaliScience,"Tlaquepaque, JAL, Mexico",http://jalisciencezmg.wix.com/jalisciencezmg
4743,jcpenney/Clawson Rotary Club &amp; STEAM Education Group,STEAM Engine,"Royal Oak, MI, USA",None
4744,Sheleg laundry &amp; The Hadera Multidisciplinary School of Science&amp;amp;Arts,Ninjas,"Hadera, HA, Israel",None
4745,jcpenney/JSPENNEY &amp; estem high school,Mets Robotics,"little rock, AR, USA",None
4746,Universidad TecMilenio Las Torres,Alpha Gear,"Monterrey, NLE, Mexico",None
4747,Texas Workforce Commission &amp; Los Fresnos High School,Millennium Falcons,"Los Fresnos, TX, USA",None
4748,Boeing &amp; Burke High School,Bulldog Autobots,"Charleston, SC, USA",None
4749,Devry University &amp; Mount Pisgah Christian School,Pisgah Robotics,"Johns Creek, GA, USA",None
4750,Bishop Eustace Preparatory School,Crubotics,"Pennsauken, NJ, USA",None
4751,jcpenney &amp; Henry Wise Wood,Robo Warriors,"Calgary, AB, Canada",None
4752,Upper Arlington High School,Ursus Robotica,"Columbus, OH, USA",None
4753,Bexley Education Foundation / DeVry University / Franklin International (Titebond) / Dupler Office / 360 Architects / Frost Brown Todd &amp; Bexley High School,Bexley Lions,"Bexley, OH, USA",None
4754,St. Benedict High School,RoBenedicts,"Sudbury, ON, Canada",None
4755,jcpenney/Comcast &amp; Multicultural Academy,M^3,"Ann Arbor, MI, USA",None
4756,aaaaaa,wgogfom3,"wfofo34o2, Other, Turkey",None
4757,Ehad Haam,Hazizim,"Petach Tikva, M, Israel",None
4758,The General Motors Foundation &amp; Central Collegiate Academy,RoboBlazers,"Detroit, MI, USA",None
4759,FIRST Team 3132 &amp; Claremont College,Devil Robotics,"Hobart, TAS, Australia",None
4760,jcpenney &amp; Watanabe High School at Christel House Academy,Golden Eagles,"Indianapolis, IN, USA",None
4761,Reading Educational Foundation/Textron Systems/Teradyne/Keurig/Pixxa &amp; Reading Memorial High School,Robockets,"Reading, MA, USA",http://www.edline.net/pages/Reading_HS/Activities-Clubs-Programs/Robotics_Group
4762,St. Jude Medical, Inc. &amp; St. Charles,Robo-Saints,"St. Charles, MN, USA",None
4763,None,None,"None",None
4764,None,None,"None",None
4765,Pinewood Private School,PWR Up,"Los Altos Hills, CA, USA",None
4766,None,None,"None",None
4767,Cleveland Community College/CCS CTE/Bradley&#39;s Screen Printing/ISA-AF/CCC Machine &amp; Welding Program/CCC AET Program/Foot Hills Recycling/Bevin&#39;s Desiel/Ray Biven&#39;s Effects/Baldor Electric Company/Burns High Metals Class/Burns High Foods Class/New Beginnings Church/Woods Farm/McDaniel&#39;s Towing &amp; Cleveland County Schools,C4,"Lawndale, NC, USA",None
4768,Michigan Engineering Zone (MEZ) &amp; Detroit Institute of Technology @ Cody,Comets,"Detroit, MI, USA",None
4769,Tampa Bay Microcontrollers and Robotics Group &amp; Dixie Hollins High School,Nerdvana,"St Petersburg, FL, USA",http://frcteam4769.wordpress.com/
4770,E.D. White Catholic High School,EDW Robotics,"Thibodaux, LA, USA",None
4771,TecMilenio Morelia,Match,"Morelia, MIC, Mexico",None
4772,jcpenney &amp; Opportunity Skyway,Optimistic Skyz,"Seattle, WA, USA",None
4773,jcpenney/Con Edison &amp; Harry S Truman High School,RookieRobo,"Bronx, NY, USA",None
4774,University of Sydney / Symantec Corporation / Warren Smith &amp; Partners / Ekard Concepts / Rio Tinto Centre for Mine Automation &amp; Youth Robotics Incorporated,LAN Downunder,"Sydney, NSW, Australia",http://www.youthrobotics.org.au
4775,Grupo Salinas &amp; Plantel Azteca,Aztech Robotics,"Mexico City, DIF, Mexico",http://www.aztechrobotics.com.mx
4776,jcpenney/Autodesk/General Motors/Regal Recycling/Starlight Supply/Dynamic Technology Inc./Rolisson PRO Hardware &amp; Howell High School,S.C.O.T.S. Bots,"Howell, MI, USA",None
4777,St. Marcellinus S.S.,St. Marcellinus Spirit,"Mississauga, ON, Canada",None
4778,Lake Region Medical / Stratasys / Rockwell Automation &amp; Chanhassen,Stormbots,"Chanhassen, MN, USA",None
4779,Cardinal Mooney Catholic High School / jcpenney / Triton Automation / Dr. Leslie May / CMC Mom&#39;s Club / CMC Dad&#39;s Club / Henkel Corporation / Auto Craft Tool &amp; Die / Kotchman Family / Franks Pharmacy / Advanced Care Pharmacy / Mr &amp; Mrs Vorderbrueggen / Business Technology Group / Anchor Bay Insurance / Mr &amp; Mrs Freeman / Communications Workers of America, Local 4008 / Mr Victor McDonald / Macomb Spine Care / Motion Industries / Mr. and Mrs. Bernard Rosseel / Masha Treusch-Pelzer / Wolf&#39;s Boat To,RoboSapiens,"Marine City, MI, USA",None
4780,Constellation Schools &amp; Parma Community High,Tenacious Drones,"Parma, OH, USA",None
4781,Connersville High School,Robo Spartains,"Connersville, IN, USA",None
4782,jcpenney &amp; ITESM Campus Sonora Norte,Megasor,"Hermosillo, SON, Mexico",None
4783,IEEE Canada / General Bearing / Loucon Metal &amp; Longfields Davidson Heights Secondary School,Ravens,"Ottawa, ON, Canada",http://LDHSSrobotics.com
4784,vitzo nir haemek &amp; vitzo nir haemek,ATOM,"Afula, Z, Israel",http://www.nirhaemek.org.il
4785,Clovis High School,Cougar Robotics,"Clovis, CA, USA",None
4786,Rockwell Automation / GE Volunteers of GE Healthcare &amp; Nicolet High School,Nicolet F.E.A.R.,"Glendale, WI, USA",http://www.nicoletfear.com
4787,Northside College Prep,Axiom,"Chicago, IL, USA",None
4788,Curtin University,Team Curtin,"Bentley, WA, Australia",None
4789,jcpenney &amp; Martin Van Buren,VB Electras,"Queens Village, NY, USA",None
4790,Yigal Alon,Yigal-Alon,"Rishon Le-Zion, TA, Israel",None
4791,jcpenney &amp; Washington High School,Panthers,"South Bend, IN, USA",None
4792,NASA &amp; Cheyenne High School,Desert Storm,"North Las Vegas, NV, USA",None
4793,2014 FRC Hardship Grant &amp; Old Orchard Beach High School,OOBotics,"old Orchard Beach, ME, USA",None
4794,shaab high school,infinity,"shaab, HA, Israel",None
4795,NASA &amp; East Chapel Hill HS,EastBots,"Chapel Hill, NC, USA",http://www.eastbots.com
4796,Comcast / APR &amp; Academy of the Pacific Rim Charter Public School,Dragon 1,"Hyde Park, MA, USA",None
4797,Con Edison &amp; William Cullen Bryant HS,Bryant HS,"Long Island City, NY, USA",None
4798,Texas Workforce Commission &amp; Kelton ISD,Toxic Robos,"Wheeler, TX, USA",None
4799,2014 FRC Hardship Grant &amp; Lazbuddie High School,Lazbuddie Robotics,"Lazbuddie, TX, USA",http://classroom.lazbuddieisd.org/webs/laz.robotics12/
4800,JR Development, LLC &amp; Northwest Career &amp; Technical Academy,Rage Against the Machines,"Las Vegas, NV, USA",None
4801,Blacktown Boys High School,Blacktown Boys,"Blacktown, NSW, Australia",None
4802,Blacktown Girls High School,Blacktown Girls,"Blacktown, NSW, Australia",None
4803,jcpenney &amp; Western Area CTC,The Superbots,"Canonsburg, PA, USA",http://www.wactc.net/First
4804,Rockwell Automation &amp; Port Washington High School,Port PiraTech,"Port Washington, WI, USA",http://portpiratech.com/
4805,Sophie B Wright Charter School,Robotic Warriors,"New Orleans, LA, USA",None
4806,St. Peter Catholic High School,Knights,"Orleans, ON, Canada",None
4807,Magna International &amp; Jean Vanier Catholic High School,JV Jag,"Richmond Hill, ON, Canada",None
4808,GM Canada &amp; St. Francis Xavier S.S.,Tigers,"Mississauga, ON, Canada",None
4809,Moore Fan Company &amp; Marceline High School,Black Knight Robotics,"Marceline, MO, USA",None
4810,R&amp;amp;E Automated Systems / The State Group / Triple Tool &amp; International Academy of Macomb,I AM Robot,"Clinton Township, MI, USA",None
4811,ABC Construction &amp; Madison High School,Eagle Techies,"Madison Heights, MI, USA",None
4812,UTC / Sikorsky Aircraft / jcpenney &amp; Crosby High School,Crosby Robotics Team,"Waterbury, CT, USA",None
4813,shen zhen da da le le,NOT PAY FOR THIS TEAM,"Shen zhen, 44, China",None
4814,WE FIRST Incubator,United Robotics Team of London,"London, ON, Canada",None
4815,Abrams Foundations &amp; Center Line High School,Panthers,"Center Line, MI, USA",None
4816,CenturyLink / United Technologies / Qualcomm &amp; Girl Scouts-NC Coastal Pines,Gadget Girls,"Raleigh, NC, USA",None
4817,Singapore American School,One Degree North,"Singapore, 01, Singapore",http://sasfrc.wordpress.com
4818,West Fargo High School,Taurus Robotics,"West Fargo High School, ND, USA",None
4819,Michael Engineering, Ltd. &amp; Central Michigan Robotics Association,Flat Mountain Mechanics,"Mt. Pleasant, MI, USA",None
4820,Instituto Tecnológico y de Estudios Superiores de Monterrey,Huey Tlatoani,"Zapopan, JAL, Mexico",http://team4820.wix.com/team4820
4821,E.L. Haynes Public Charter School,Haynes High,"Washington, DC, USA",None
4822,Bemidji High School,Bemidji LumberBots,"Bemidji, MN, USA",None
4823,Loris High School,Cyber-Manes,"Loris, SC, USA",None
4824,NASA/A Raymond Tinnerman/AndyMark/Schneider Electric &amp; Logansport High School,BerryBots,"Logansport, IN, USA",http://lhs.lcsc.k12.in.us/pages/Logansport_High_School/BerryBotics
4825,Ashbury College,Ashbury Androids,"Ottawa, ON, Canada",None
4826,General Motors &amp; Harper Woods High School,Deceptibots,"Harper Woods, MI, USA",None
4827,Negaunee High School,Minerbotics,"Negaunee, MI, USA",None
4828,Enloe Magnet High School,Robo Eagles,"Raleigh, NC, USA",http://www.roboeagles.org/
4829,Qualcomm / KONTEK System, Inc. / The Godfrey Group &amp; Chapel Hill High School,Titanium Tigers,"Chapel Hill, NC, USA",None
4830,UnitedTechnologies Corporation (UTC) &amp; Shenzhen The second experimental school &amp; SHENZHEN DADALELE CULTURE COMMUNICATION CO.,LTD,ROBOT  R2,"Shenzhen, 44, China",http://www.2e.cn
4831,UnitedTechnologies Corporation (UTC) / DaDaLeLe &amp; Longgang specialized secondary schools &amp; Shenzhen LongCheng High School,FIRST PARTICIPATE,"Shen zhen, 44, China",None
4832,jcpenney &amp; GearUp,CroBots,"Carencro, LA, USA",None
4833,Disney / LEIDOS / FIRST Robotics &amp; Timber Creek High School,Bad Wolves,"Orlando, FL, USA",None
4834,jcpenney &amp; Northwestern High School,RoboColts,"Detroi, MI, USA",None
4835,FutureMark, Inc / Manistique Elks Club #632 / Manistique Rotary Club &amp; Manistique Middle High School,Junkyard Dawgs,"Manistique, MI, USA",None
4836,Enseñanza e Investigación Superior, A. C.,Zai,"Chihuahua, CHH, Mexico",None
4838,GM Foundation Grant/Bosch Corp. &amp; River Rouge High School,Panthers,"River Rouge, MI, USA",None
4839,Fox Motors of Negaunee / Cliffs / Castaing Family Foundation / jcpenney &amp; Ishpeming High School,Hematites,"Ishpeming, MI, USA",None
4840,jcpenney &amp; Redford Union High School,The Bairs,"Redford, MI, USA",None
4841,Palo Verde High School,Optimal Robotics,"Tucson, AZ, USA",http://www.optimalrobotics.net
4842,RIPIPSA &amp; ITESM Campus Chihuahua,BoT-rregos,"chihuahua, CHH, Mexico",http://www.botrregos4842.com
4843,jcpenney &amp; Gentry,Mystery Science Robotics,"Gentry, AR, USA",None
4844,Oakridge High School,The Eagles,"Muskegon, MI, USA",None
4845,Moline Machines &amp; Lakeview Christian Academy,Lion Pride,"Duluth, MN, USA",None
4846,GEO Foundation/21st Century Charter School &amp; 21st Century Charter School &amp; Gary Middle College,G.I. Frost Bots,"Gary, IN, USA",None
4847,Green Sea Floyds High School,Trojans,"Green Sea, SC, USA",None
4848,jcpenney &amp; School Liaison Office,Black Knights,"Jacksonville, AR, USA",None
4849,Arkansas FIRST &amp; Rock City Robots,Rock City Robots,"Little Rock, AR, USA",http://www.RockCityRobots.com
4850,jcpenney &amp; Gordon Parks High School Alternative Learning Center,Mr. Parks&#39; Robotics,"Saint Paul, MN, USA",None
4851,The Chrysler Foundation / Michigan Engineering Zone / 2014 FRC Hardship Grant &amp; Southeastern High School of Technology,JungleBots,"Detroit, MI, USA",None
4852,Lubbock Boys &amp; Girls-Shallowater Branch,The Eliminators,"Shallowater, TX, USA",None
4853,Wildcat 4H Club,RoboCats,"Idalou, TX, USA",http://Firstinidalou.org
4854,GM Foundation &amp; Henry Ford High School,Trojans,"Detroit, MI, USA",None
4855,Getman Corporation/Albemarle  Corporation/Whirlpool Corporation/FoodTools &amp; South Haven High School,Rams,"South Haven, MI, USA",None
4856,The Brearley School &amp; The Chapin School,Double X,"New York, NY, USA",http://robotics.brearley.org
4857,North Central Area High School,Jets,"Powers, MI, USA",None
4858,New Home ISD,Leopards,"New Home, TX, USA",None
4859,Byron Senior High School,The CyBears,"Byron, MN, USA",None
4900,Fors / IFSC &amp; AIDTEC SC &amp; Florianopolis Public School District,Magic Island Robotics,"Florianopolis, SC, Brazil",None
4901,University of South Carolina College of Engineering and Computing / NASA / Bosch LLC &amp; 4-H Garnet Squadron Robotics,Garnet Squadron,"Columbia, SC, USA",http://www.garnetsquadron.com/
4902,2014 FRC Rookie Grant &amp; Robert Bateman,The Wild,"Burlington, ON, Canada",None
4903,Vincent Massey,Mustangs,"Windsor, ON, Canada",None
4904,2014 FRC Rookie Grant &amp; The Nueva School,Bot-Provoking,"Hillsborough, CA, USA",None
4905,NASA / Consigli / Boston Scientific / Ayer Shirley Education Foundation &amp; Ayer Shirley Regional High School,Andromeda One,"Ayer, MA, USA",http://andromedaone.wordpress.com
4906,Mid-Maine Technical Center,The Collective,"Waterville, ME, USA",None
4907,Parkside Collegiate Institute,Stamps,"St. Thomas, ON, Canada",None
4908,Duxbury High School,Dragons,"Duxbury, MA, USA",None
4909,PTC / Raytheon / NASA / FLIR Systems / CR Machine / CSPI / BAE Systems &amp; Billerica Memorial High School,The Blast,"Billerica, MA, USA",None
4910,GE Volunteers / UTC Automated Logic / NASA / Honeywell Safety Products / Women In Technology-WIT &amp; Pope High School,Robohounds,"Marietta, GA, USA",http://www.poperobotics.org
4911,King&#39;s High School,CyberKnights,"Seattle, WA, USA",None
4912,TVA &amp; Brainerd High School,Panthers,"Chattanooga, TN, USA",None
4913,Fairmont Preparatory Academy,Huskyteers,"Anaheim, CA, USA",None
4914,TDSB / Sheet Metal Workers International Association Local Union No. 30 and Toronto Sheet Metal Contractors Association &amp; Victoria Park C.I.,Panthers,"Toronto, ON, Canada",None
4915,Bainbridge High School,Spartronics,"Bainbridge Island, WA, USA",None
4916,AIDTEC / 28 CRE &amp; E.E.E.M Heitor Villa Lobos,H.V.L Robotics,"Gravatai, RS, Brazil",None
4917,Elmira District Secondary School,EDSS,"Elmira, ON, Canada",None
4918,OSPI / Murdock Charitable Trust / Atlas Technologies / Solidworks &amp; Northwest Maritime Center &amp; Port Townsend High School,The Roboctopi,"Port Townsend, WA, USA",None
4919,Liberty Charter High School,Leodroids,"Lemon Grove, CA, USA",None
4920,Valiant Machine and Tool &amp; Belle River District High School,Nobles,"Belle River, ON, Canada",None
4921,Harrow District High School,HDHS HAWKTOBOTS,"Harrow, ON, Canada",None
4922,Walkerville Collegiate,Tartans,"Windsor, ON, Canada",None
4923,St. Joseph&#39;s Catholic High School,LASERS,"Windsor, ON, Canada",https://sites.google.com/a/wecdsb.on.ca/laser-s-first-robotics/
4924,TVA &amp; STEM School Chattanooga,STEM Punks,"Chattanooga, TN, USA",None
4925,Kingswood Regional High School,The Resistance,"Wolfeboro, NH, USA",None
4926,Cummins Inc. &amp; Bartholomew Consolidated School Corporation,GalacTech,"Columbus, IN, USA",None
4927,Mount Vernon High School,Marauders,"8112 North 200 West, IN, USA",None
4928,Manor Hall International School,MHIS Robotics,"Al Ain, AZ, Emirates",None
4929,NASA/BAE Systems/Raytheon &amp; Whittier  Regional Technical High School,Whittier Tech FIRST Robotics,"Haverhill, MA, USA",None
4930,Nichols School,The Electric Mayhem,"Buffalo, NY, USA",None
4931,The Boeing Company / St. John&#39;s UMC &amp; Edwardsville Robotics,Edwardsville Tech,"Edwardsville, IL, USA",None
4932,Cardinal Carter,Cougar,"Leamington, ON, Canada",None
4933,NASA / Tinker AFB / Liberty Partners &amp; Green Country Technology Center,Green Machine,"Okmulgee, OK, USA",None
4934,Uplift Hampton Preparatory,Gear Warriors,"Dallas, TX, USA",None
4935,Bosch Rexroth &amp; Olympic High School,T-Rex,"Charlotte, NC, USA",None
4936,Unconquered Sun Solar Technologies Inc. / Reko International &amp; Tecumseh Vista Academy,Vista Vortex,"Tecumseh, ON, Canada",None
4937,AIDTEC / Universidade de Santa Cruz do Sul UNISC &amp; Santa Cruz do Sul School District,Santa Cruz Robotics,"Santa Cruz do Sul, RS, Brazil",None
4938,École secondaire Michel-Gratton,Falcons,"Windsor, ON, Canada",None
4939,Central Peel Secondary School,Allspark9,"Brampton, ON, Canada",None
4940,Holy Names Catholic High School,Knight Vision,"Windsor, ON, Canada",None
4941,RoboBibb Alliance,RoboBibb,"Macon, GA, USA",None
4942,Robotique FIRST Québec &amp; Le Salésien,SparTech,"Sherbrooke, QC, Canada",None
4943,Centre Dufferin District High School,Royals,"Shelburne, ON, Canada",None
4944,Capo inc &amp; Riverside Educational Center &amp; Palisade high school &amp; Grand Junction high school &amp; Fruita high school,The Hi Fives,"Grand Junction, CO, USA",None
4945,Worcester TEC Hub / NASA / DeNovo&#39;s Trattoria / Adkins Lumber Co. / Andrew Chase &amp; Tec Foundation,Titanium-Wrecks,"Ocean City, MD, USA",None
4946,HUMBERVIEW SECONDARY,ALPHA DOGS,"bolton, ON, Canada",None
4947,GE Aviation / Robotique FIRST Québec / Ville de Cowansville &amp; École secondaire Massey-Vanier,Fenix,"Cowansville, QC, Canada",None
4948,Oswego High School,Buccaneers,"Oswego, NY, USA",None
4949,NDEP &amp; Parkdale Robotics,Robo Panthers,"Riverdale, MD, USA",None
4950,Power Corporation / Commission scolaire des Premières-Seigneuries / Wainbee Québec / Robotique FIRST Québec &amp; École de la Courvilloise (Gaëtan Audet dir adjoint),Centaures,"Québec, QC, Canada",None
4951,2014 FRC Rookie Grant &amp; The Country Day School,Cyclones,"King, ON, Canada",None
4952,Armtex / Robotique FIRST Québec / Conceptromex / La Maison Olea &amp; École secondaire La Ruche,Les Carnicas,"Magog, QC, Canada",None
4953,Palm Beach County 4-H,TBA,"Palm Beach County, FL, USA",None
4954,2014 FRC Rookie Grant/Saviak Technologies, Inc./University of Delaware Cooperative Extention &amp; Delaware 4-H Youth Organization,4-H Palindrome Robotics,"Middletown, DE, USA",http://www.team4954.org/
4955,Vigilant Global / McGill Unversity / Argosy Foundation / Robotique FIRST Québec / Youth Fusion Jeunesse / Lester B. Pearson School Board &amp; Lakeside Academy,LA Tech,"Lachine, QC, Canada",None
4956,Whitehall High School,White Lake Robotics,"Whitehall, MI, USA",None
4957,Power Corporation/Fusion Jeunesse &amp; École secondaire Daniel-Johnson,Lynx,"Montréal, QC, Canada",None
4958,Fall Mountain Regional High School,Robocats,"Langdon, NH, USA",None
4959,2014 FRC Rookie Grant / American Society of Civil Engineers (ASCE) / North Kansas City Schools / DCAL Lockers &amp; Staley High School,Millennium Falcons,"Kansas City, MO, USA",None
4960,DBT Group &amp; Liceo Politécnico Ignacio Carrrera Pinto,Polibot San Carlos,"San Carlos, BI, Chile",None
4961,Almont High School,Shock and Awe-sum,"Almont, MI, USA",None
4962,Science Foundation Arizona / NASA / King Electrical Services / The Portfolium &amp; Metro Tech High School,Knight Tech Robotics,"Phoenix, AZ, USA",None
4963,Charles Hart,RoboJets,"Washington, DC, USA",None
4964,Theodore Roosevelt High School,i.am FIRST,"Boyle Heights, CA, USA",None
4965,BOSCH &amp; Anderson County School Districts,FIRE,"Anderson, SC, USA",None
4966,SIP, ROTATECNO,Condor Force Robot,"Santiago, RM, Chile",http://www.condorforcerobot.cl
4967,Diebotics &amp; Paradise Teams,That ONE Team - Our Next Engineers,"Belmont, MI, USA",None
4968,Lively District Secondary School,RoboHawks,"Lively, ON, Canada",None
4969,Landstown High School Governors STEM Academy,Team FeNix,"Virginia Beach, VA, USA",None
4970,Bark River-Harris Schools,Team Broncos,"Harris, MI, USA",None
4971,Columbia River,River,"Vancouver, WA, USA",None
4972,BORUSAN ASIM KOCABIYIK TECHNICAL AND INDUSTRIAL HIGH SCHOOL,TEAM BORUSAN,"Esenyurt, 34, Turkey",None
4973,Silicon Valley Bank / FIRST / Intuitive Surgical &amp; Gateway HighSchool,Gateway Gators,"San Francisco, CA, USA",None
4974,sisli endustri meslek lisesi,Bluestanbul,"Buyukcekmece, 34, Turkey",None
4975,BEYKENT EGİTİM KURUMLARI,lucky teens,"istanbul, 34, Turkey",None
4976,ITK Vector Inc / Fluke Canada / Mold-Masters (2007) Ltd. / Zuraw Technologies &amp; Halton District School Board &amp; GDHS Rebel Robotics,Rebels,"Georgetown, ON, Canada",None
4977,Deacero horno3,Iron Lion,"Monterrey, NLE, Mexico",None
4978,The Dunham School,Tiger Robotics,"Baton Rouge, LA, USA",None
4979,JobGiraffe / Bronson &amp; Bratton / A. M. Castle &amp; Co. / Comtec Industries, Ltd. &amp; Hinsdale Central High School,DevilStorm Robotics,"Hinsdale, IL, USA",None
4980,Kettle Falls High School,Bulldogs,"Kettle Falls, WA, USA",None
4981,IDEA CP Alamo,Grifftechs,"Alamo, TX, USA",None
4982,NASA / Fort Wayne Metals &amp; Homestead High School,Olympus Robotics,"Fort Wayne, IN, USA",None
4983,Mancelona High School,Ironmen,"Mancelona, MI, USA",None
4984,Rancho Christian School,Eaglebots,"Temecula, CA, USA",None
4985,Science Foundation Arizona &amp; Round Valley High School,elkSPLOSION,"Eagar, AZ, USA",None
4986,2014 FRC Rookie Grant &amp; Vermilion Country School,Iron Eagles,"Tower, MN, USA",None
4987,Worcester Academy,Rambots,"Worcester, MA, USA",None
4988,2014 FRC Rookie Grant &amp; Les Cheneaux Schools,Yooper Troopers,"Cedarville, MI, USA",None
4989,Shelby County Schools &amp; Southwind High School,Jaguars,"Memphis, TN, USA",None
4990,Pensa Labs &amp; Crystal Springs Uplands School,Gryphons,"Hillsborough, CA, USA",None
4991,Chartiers Valley High School,Horsepower,"Bridgeville, PA, USA",None
4992,Craig Kielburger Secondary School,Spartans,"Milton, ON, Canada",None
4993,Boston Scientific &amp; New Century Academy,Molten Steel,"Hutchinson, MN, USA",None
4994,Kingston High School,Kingston Robo-Cards,"Kingston, MI, USA",None
4995,Whitefish Township School,Rockets,"Paradise, MI, USA",None
4996,SAME (Society of American Military Engineers)/Qualcomm &amp; Richlands High School,RHS FIRST Robotics Enterprise: Team SPOT,"Richlands, NC, USA",http://www.firstteamspot.com/
4997,NASA / The Golden Machine / The Boeing Company &amp; Long Beach Polytechnic &amp; Woodrow Wilson,Poly High School,"Long Beach, CA, USA",None
4998,University of Michigan &amp; Genesee Early College,GEC,"Flint, MI, USA",None
4999,Detroit Public Schools &amp; detroit international academy for Young Women,pink panthers,"Detroit, MI, USA",None
5000,Hingham High School,Quantum Robotics,"Hingham, MA, USA",None
5001,Dove Science Academy Tulsa,Fast and Serious,"Tulsa, OK, USA",None
5002,Shelby County Schools &amp; Collierville High School,Dragons,"Collierville, TN, USA",None
5003,Logistics Health Inc. &amp; Onalaska High School,Topperbotics,"Onalska, WI, USA",None
5004,Robotic Explorers,Gravity Loop,"Roswell, GA, USA",None
5005,Boyd-Buchanan School,RoboBucs,"Chattanooga, TN, USA",None
5006,RCAL Products Inc. &amp; Haas Hall Academy,Apophis,"Prairie Grove, AR, USA",None
5007,Design Architecture Senior High,Phantomechanics,"Miami, FL, USA",None
5008,University YES Academy,University YES FRC,"Detroit, MI, USA",None
5009,Techno Inventors, Inc. &amp; Techno Inventors of Puerto Rico,Techno Inventors of Puerto Rico,"Guaynabo, PR, USA",http://technoinventors.com
5010,2014 FRC Rookie Grant &amp; Fishers High School,Tiger Dynasty,"Fishers, IN, USA",http://tigerdynasty.org
5011,STEM High School,Team Impulse,"Highlands Ranch, CO, USA",https://sites.google.com/site/stemfrc/home
5012,Northrop Grumman &amp; The Palmdale Aerospace Academy,Gryffingear,"Palmdale, CA, USA",https://www.facebook.com/pages/TPAA-Robotics-Gryffingear-and-Norbots/297500953711903
5013,Park Hill High School,Trobots,"Kansas City, MO, USA",http://trobots.org
5014,Allen Academy,Wildcats,"Detroit, MI, USA",None
5015,2014 FRC Rookie Grant / Infosat Communications / Schweitzer Engineering Laboratories / Urban Optique / Airdrie Chamber of Commerce / Emerson Process Management / PowerNet Measurement and Controls / NALCO Champion / Watches N More Promotional Products &amp; SWAT Bots Robotics,SWAT Bots Robotics,"Airdrie, AB, Canada",None
5016,2014 FRC Rookie Grant &amp; Huntington High School,Devildroids,"Huntington, NY, USA",None
5017,NASA / Harbor Beach Chamber of Commerce / McDonalds Food and Family Center &amp; Harbor Beach High School,Flaming Tortoises,"Harbor Beach, MI, USA",None
5018,West Orange High School,The Droids You&#39;re Looking For,"Winter Garden, FL, USA",None
5019,West Salem High School,Power of the Panther,"West Salem, WI, USA",None
5020,Dorman High School/NASA/SEW Eurodrive &amp; Dorman High School,CavBOTS,"Roebuck, SC, USA",None
5021,Center for Innovation &amp; Central High School,Bright Shiny Things,"Grand Forks, ND, USA",None
5022,Washington County,Muskett Alliance,"Jonesborough, TN, USA",None
5023,Capuchino High School,Mustang Robotics,"San Bruno, CA, USA",None
5024,TechAlliance / Union Gas / Kelloggs / Byron Optometry / HB Beal SS / HB Beal Science Dept &amp; HB Beal,Raider Robotics,"London, ON, Canada",None
5025,Cathedral Catholic High School,ENIGMA,"San Diego, CA, USA",None
5026,2014 FRC Rookie Grant &amp; Burlingame High School Robotics Team,Iron Panthers,"Burlingame, CA, USA",None
5027,Andrew P. Hill High School,Falcons,"San Jose, CA, USA",None
5028,Seacoast Collegiate High School,Seacoast Robotics,"Santa Rosa Beach, FL, USA",None
5029,Batchelor Institute,Batchelor Institute,"Batchelor, NT, Australia",None
5030,New Hartford High School &amp; Holland Patent &amp; New York Mills,The Second Mouse,"New Hartford, NY, USA",None
5031,Downsview Secondary School,Downsview Robotics,"Toronto, ON, Canada",None
5032,Meadowvale ss,Falcons,"Mississauga, ON, Canada",None
5033,Eckertech / 2014 FRC Rookie Grant &amp; Lord Dorchester Secondary School,Beavertronics,"Dorchester, ON, Canada",None
5034,Chattanooga Girls Leadership Academy,CGLA,"Chattanooga, TN, USA",None
5035,Nipissing First Nation &amp; Nbisiing Secondary School,Red Hawks,"North Bay, ON, Canada",None
5036,TDSB &amp; Sir Wilfrid Laurier CI,Laurier Robotics,"Scarborough, ON, Canada",None
5037,Greenbrier High School,Panther BOTS,"Greenbrier, AR, USA",None
5038,Megiddo High School,MEGIDDO LIONS,"Megiddo Regional Council, Z, Israel",None
5039,St Patrick Catholic High School,Green Machine,"Sarnia, ON, Canada",None
5040,Bolton High School,BoltBot,"Arlington, TN, USA",None
5041,NASA / Twinkle Co / Proctor and Gamble / Rev. &amp; Mrs. Paulus / Kinze Manufacturing / Hills Bank and Trust / Liberty Communications / Aero Rental / Ed and Bev Spencer / New Pioneer Coop &amp; West Branch High School,System Overlord Robotics,"West Branch, IA, USA",None
5042,Salt River high School,Native Bots,"Scottsdale, AZ, USA",None
5043,Challenger Space Center,Challenger,"Peoria, AZ, USA",None
5044,Montgomery Bell Academy,MBA Big Red Robots,"Nashville, TN, USA",None
5045,White Station High School,Spartans,"Memphis, TN, USA",None
5046,Haacks Farm Greenhouses &amp; Memphis High School,Jacked Up Jackets,"Memphis, MI, USA",None
5047,Del Valle High School,SYSTEMS,"El Paso, TX, USA",None
